text,Score 5-Classe,clean_text
 What kinds of data would be collected from people who just come to use some of the amenities/community spaces?,1,what kind data would collect people who just come use amenity community space
we can't even agree to put money in to things we need to invest in our future. No one will agree to put billions into redevelopment of that land like they had in mind.,1,cannot_even agree put money thing need invest future no_one will agree put billion redevelopment land like mind
lost to political bullshit.,0,lose political bullshit
Was going to complain about how this'll be a micro San Fran,0,complain will micro san fran
"I'm not a fan of authoritarian police states, ",0,not_a fan authoritarian police state
Getting data should be a moral question.,1,get data should moral question
a good job with benefits,4,good job with benefit
I do  see a real problem here ,1,see real problem
we should allow sidewalk labs build smart city,3,should allow sidewalk lab build smart city
It would  be nice if we developed our city ,4,would nice developed city
I know why people are so excited about the Sidewalk Toronto project! ,4,know why people excite sidewalk toronto project
 I am full of the data privacy and security concerns. ,1,full data privacy security concern
We are so delighted about the Sidewalk Labs ambitions,4,delighted sidewalk lab ambition
It is good  for those in need of affordable housing,3,good need affordable housing
We must halt Sidewalk Labs,1,must halt sidewalk lab
"Canadians are  not ""lab rats"". Stop Quayside",1,canadian not_lab rat stop quayside
The proposal is unclear and our questions remained unanswered.  ,1,proposal unclear question remain unanswered
"#SidewalkToronto If you want to understand what the world of architecture & urban design is going to look like over the next 10-20yrs this is a great place to start.

Architecture's hardware is about to become software.
#SmartCity #civictech #DataTrust #SidewalkToronto",4,want understand what world architecture urban design look like over next great place start architecture hardware become software
"Two  #Google's patents describe the network of cameras, movement sensors, and occupancy sensors for indoor use. ",2,two patent describe network camera movement sensor occupancy sensor indoor use
"A video camera may detect that a fifteen year old boy (e.g., a middle son) holding a basketball has entered the room and turned on the smart TV. In response, the camera may send the ID of the middle son, his gender (male), age (fifteen)",2,video camera detect fifteen year old boy middle son hold basketball enter room turn smart response camera send middle son gender male age fifteen
Some of these technologies were mentioned by #SidewalkLabs during the public meeting#4. ,2,technology mention public meeting
the company use data collected in private residences for marketing purposes.,1,company use data collect private residence marketing purpose
"Accordingly, the client device may use the object data and the search history in combination to provide a movie recommendation that displays, ",2,accordingly client device use object data search history combination provide movie recommendation display
Great article in  on the @sidewalklabs office in #Toronto. ,4,great article office
"PRESS RELEASE: Read our #BiblioTech report recommending policymakers assign oversight & development of public realm data policy to the @torontolibrary
 in response to the debate over public realm data management at #Quayside",2,press release read report recommend policymakers assign oversight development public realm data policy response debate over public realm data management
If you want to see it in person there is an open house every Sunday to tour the exhibits and chat with staff. ,2,want see person open house sunday tour exhibit chat with staff
"digital infrastructure that will inform the Master Innovation and Development Plan (#MIDP) for #Quayside,” the #SmartCity project to be constructed in downtown #Toronto revealed by @SidewalkToronto",2,digital infrastructure will inform master innovation development plan project construct downtown reveal
"Sidewalk + @WaterfrontTO announce @SidewalkToronto, a partnership to create a new district on Toronto’s Eastern Waterfront",3,sidewalk announce partnership create new district toronto eastern waterfront
"I haven’t lived in Toronto for 8 years, and I’m so excited about this!!",4,not_live toronto year excite
#SidewalkLabs reveals proposed technology for Toronto’s Quayside,2,reveals propose technology toronto quayside
" It's a proven technology ,#topoli our NDP city council approve ",3,proven technology ndp city council approve
"If we want to create a robust digital governance system, we need to dedicate the resources to build it properly.",3,want create robust digital governance system need dedicate resource build properly
Time for Canada to focus on the future it may have in tech ,3,time canada focus future tech
"In return for its investment in this vision, Sidewalk Labs wants a share of property taxes, development fees, increased value of city land that would normally go to #Toronto. ",3,return investment vision sidewalk lab want share property tax development fee increase value city land would normally
Sidewalk Toronto releases updates around its smart city efforts in this PDF overview document. Some interesting tidbits to scan here:,3,sidewalk toronto release update around smart city effort pdf overview document interest tidbit scan
"""The proposal is the latest in a string of controversial plans that #Sidewalk has put forward, following months of facing criticism for providing a lack of information."" #SidewalkLabs #Quayside ",1,proposal late string controversial plan put forward follow month face criticism provide lack information
"""The project has been marred in controversy for months with many criticizing #SidewalkLabs and its #Quayside partner Waterfront Toronto for a lack of information around the project.""",1,project mar controversy month with many criticize partner waterfront toronto lack information around project
Alphabet's Sidewalk Labs wants a cut of Toronto taxes to build a smart city there ,1,alphabet sidewalk lab want cut toronto tax build smart city
"#Toronto Already HAS local developers who are capable of building good housing... and can do it WITHOUT making a GRAB for the City Tax $Collections and Development $Fees... PROMOTE THAT, #Google",3,already local developer who capable building good housing can without make grab city tax collection development fee promote
BUT ...YOU are WAY too GREEDY...And Not AT ALL TRANSPARENT...,0,way too greedy not_at transparent
"Today the Standing Committee on Access to Information, Privacy and Ethics discussed Quayside with @WaterfrontTO.",2,today stand committee access information privacy ethic discuss quayside with
"#SidewalkLabs wants to rethink #smartcities. We’re  getting a look at what that will mean in Toronto, where the company is building a prototype #neighborhood. 
@fastcompany
 #IoT",2,want rethink get look what will mean toronto where company building prototype
Toronto has enough housing its artificially expensive.,1,toronto enough housing artificially expensive
A piece I wrote for The Conversation. Part of a project Seeing the smart city: Mapping technologies in Canada,2,piece write conversation part project see smart city mapping technology canada
"brilliant,  affordable houssing #TOpoli #AffordableHousing #Quayside #Portlands #SidewalkToronto",4,brilliant affordable houssing
Even supporters of #Quayside want public control of data. ,2,even supporter want public control data
Support for Sidewalk (and tech overall) is strongly concentrated among very high-income men; the demographic that actually benefits.,1,support sidewalk tech overall strongly concentrate among very high_income men demographic actually benefit
"Commissioned by , a new  survey finds that over half of Torontonians support the #SidewalkLabs project at #Quayside — with the highest levels of  support driven by high-earning men. ",3,commission new survey find over half torontonians support project with high level support driven high_earning men
Remember when @sidewalklabs announced its plans to build a #smartcity in 2017?  shows you the vision for #Toronto's #Quayside neighborhood ,2,remember when announce plan build show vision neighborhood
For starters #topoli ranks 39th in terms of the top 50 Smart city Govt's in the world.,3,starter rank term top smart city govt world
"to develop a City-wide policy framework and governance model associated with digital infrastructure, such as smart cities, and a work plan for implementation",2,develop city_wide policy framework governance model associate with digital infrastructure smart city work plan implementation
#NAME?,2,
Toronto City Council's voted to move forward with public consultation on #Quayside. ,2,toronto city council vote move forward with public consultation
Google’s Sidewalk Labs will transform one Toronto neighborhood into their own giant Petri dish.,1,google sidewalk lab will transform one toronto neighborhood giant petri dish
"Designed by  new SmartCity prototypes offer a promising glimpse at @SidewalkToronto
's future ",3,design new smartcity prototype offer promising glimpse future
So why would we give away publicly-owned data for free?@kurtismcbride,1,why would give away publicly_owned data free
Campers learned about city planning and used their experiences growing up in Toronto to brainstorm ideas for #Quayside.,3,camper learn city planning use experience grow toronto brainstorm idea
"The story doesn't wash, the city needs to know more about what's in it for Sidewalk""",2,story not_wash city need know more what sidewalk
Google just wants to transform the shores of Lake Toronto into a   fascinating new neighborhood.,4,google just want transform shore lake toronto fascinate new neighborhood
timely questions around @sidewalklabs  plans for HealthCare in #ToPoli #SidewalkToronto Quayside ,2,timely question around plan healthcare quayside
Excited to discover @SidewalkToronto fresh smartcity concept this morning. Let’s look at live #socialexperiments to build better and more inclusive cities,4,excite discover fresh smartcity concept morning look live build well more inclusive city
"I can't believe how amazing the people I know are. This is my dream discussion, so excited to be a part of it and you can be too!",4,cannot_believe amaze people know dream discussion excite part can too
"blocksidewalk launch tomorrow at City Hall. Google may map our streets, but it doesn't own them.",1,blocksidewalk launch tomorrow city hall google map street not_own
Toronto group wants Google sister company removed from Quayside project  BlockSidewalk,1,toronto group want google sister company remove quayside project blocksidewalk
Seeing the smart city: Mapping technologies in Canada,2,see smart city mapping technology canada
let them review @SidewalkToronto proposal to improve it?,3,review proposal improve
Quayside need to reflect assurances that children's data & digital rights need to be taken into account & separated from other capture. ,2,quayside need reflect assurance child data digital right need take account separate capture
RFP was to get a plan of development; not turn over the land to Google! ,1,rfp get plan development not_turn over land google
The final plan is long overdue People need to understand the choices and consequences.,1,final plan long overdue people need understand choice consequence
There is a lack of policy and a legal vacuum in regards to data and technology,1,lack policy legal vacuum regard data technology
"Google wants to disrupt city-building, and it's using Toronto as a guinea pig. I wrote about 
@blocksidewalk, a group of resident activists that wants them outta here:",0,google want disrupt city_building use toronto guinea pig write group resident activist want outta
The only sign that is needed for @SidewalkToronto is  Eject. Gone.,1,only sign need eject
"READ THIS critique of  tech ""test bed"" from a human rights perspective. ""Surveillance has a chilling effect that undermines activism and political dissent, and can damage social and political movements.""",0,read critique tech test bed human right perspective surveillance chill effect undermines activism political dissent can damage social political movement
#topoli would work well in Toronto,3,would work well toronto
The building here are the condos that are on those blank spots of the #Quayside Project maps and renderings for the #SidewalkToronto,2,building condo blank spot project map rendering
As someone closely following the @sidewalklabs #Quayside + Portlands #SmartCity plans I'm concerned about democratic process ,1,closely follow portland plan concerned democratic process
Get   out   of   Toronto !Just  go !  Now !,0,get out toronto just
I will not give away our democracy and power of local governments to a corporation,0,will not_give away democracy power local government corporation
"Because Sidewalk Toronto may set precedents shaping future smart city planning, children's privacy in the private and public spheres should be recognized as a national issue.",0,sidewalk toronto set precedent shape future smart city planning child privacy private public sphere should recognize national issue
 Definitely worth a watch. ,3,definitely worth watch
Please sign this important letter  BlockSidewalk campaign now.,1,please sign important letter blocksidewalk campaign
No-one here has asked for a sensor-laden neighbourhood.” ,1,no_one ask sensor_laden neighbourhood
"The panel was led to believe that we were volunteering to offer feedback on a government partnership, not for a private developer.",1,panel lead believe volunteer offer feedback government partnership not_for private developer
I believe in low-carbon neighbourhoods of the future,3,believe low_carbon neighbourhood future
"Once we privatize governance, which is one thing Sidewalk Toronto leads to, we will not get the power back. ",1,privatize governance one thing sidewalk toronto lead will not_get power back
"what’s awful about Sidewalk Labs at Collision Conference - they are trying to pit people, including one faction of the tech sector, against the government.it’s highly unwelcome here.",0,what awful sidewalk lab collision conference try pit people include one faction tech sector against government highly unwelcome
"t Cities are the ones where urbanplanning is employed to ensure easier movement, transportation, and higher quality of life.",4,city one where urbanplanning employ ensure easy movement transportation high quality life
Sticking cameras & sensors on everything for mass  surveillance does harm the people who live there,0,stick camera sensor mass surveillance harm people who live
Protecting children's data privacy in the smart city ,2,protect child data privacy smart city
Hoping the project includes Canadian made permeable paving. Fully sustainable! Excellent!,4,hop project include canadian make permeable pave fully sustainable excellent
"Google worked with roughly 121,000 temps and contractors around the world, with 102,000 full-time employees…",2,google work with roughly temp contractor around world with full_time employee
"URGENT. Toronto is the front line against Google's conquest of the physical world. Replacing democracy with computers is not an ""optimization."" Google cannot be allowed to privatize public life.",0,urgent toronto front line against google conquest physical world replace democracy with computer not_an optimization google cannot_be allow privatize public life
Call to action - please spread to your networks!  We are delivering our letter asking Waterfront Toronto to say NO to a business deal with Google/Sidewalk shortly.,1,call action please spread network deliver letter ask waterfront toronto say no_to business deal with google sidewalk shortly
Harness data responsibly,2,harness data responsibly
BlockSidewalk & say NO to Google takeover of Waterfront in Toronto.,1,blocksidewalk say no_to google takeover waterfront toronto
a business model that balances investment and efficiency,3,business model balance investment efficiency
 Crucial vote for proposed Toronto Quayside smart-city development ,2,crucial vote propose toronto quayside smart_city development
"I don't live in Toronto, but I don't want this where I live; ",1,not_live toronto not_want where live
"executive committee unanimously approved City staff to review @SidewalkToronto draft proposal, coming out later this month. ",2,executive committee unanimously approve city staff review draft proposal come out later month
someone can break down for me everything about their proposal. what can I read?,2,can break down proposal what can read
One week until the public will get a chance to review the plan from @SidewalkToronto: Sidewalk Labs delivers master plan for Quayside smart-city project to Waterfront ,2,one week public will get chance review plan sidewalk lab delivers master plan quayside smart_city project waterfront
"Motherboard Sidewalk Labs’ 1,500-Page Plan for Toronto Is a Democracy Grenade: The sprawling plan by the Google affiliate encompasses 77 hectares and asks for new mass transit, changes to",0,motherboard sidewalk lab page plan toronto democracy grenade sprawl plan google affiliate encompasses hectare asks new mass transit change
"When you propose things that are new or different, you know, there’s a lot of questions about them",2,when propose thing new different know lot question
it is great opportunity! I am being totally serious. How do I get my name on the list for an apartment,4,great opportunity totally serious get name list apartment
"TRANSPORTATION: Sidewalk Labs won’t pay the upfront costs of the transit project on Toronto’s waterfront, ",1,transportation sidewalk lab will not_pay upfront cost transit project toronto waterfront
the public sector will have to come up with the hundreds of millions of dollars required to build the new rail line. ,2,public sector will come with hundred million dollar require build new rail line
Classic bullshit! Claim your company is going to create jobs and make the city better than demand the public put up money for you.....then after its built with our money the Gov will sell it to them for pennies on the dollar!,0,classic bullshit claim company create job make city well demand public put money built with money gov will sell penny dollar
Sidewalk Labs officials told reporters that they are in developing of their business model for Quayside,2,sidewalk lab official told reporter develop business model quayside
"Sidewalk Labs  co-develop with Waterfront Toronto, quayside project isn’t enough. Waterfront Toronto has concerns.",1,sidewalk lab co_develop with waterfront toronto quayside project not_enough waterfront toronto concern
"master plan is officially here. They say, they hope to create an 'economic windfall' for Toronto,",3,master plan officially say hope create economic windfall toronto
"Here's a plan of the 1,524 page document. outlines a new strategy to help governments fund a $1.2 billion LRT line. ",2,plan page document outline new strategy help government fund billion lrt line
no one lives on it ,1,no_one life
"I'd happily participate.Something like this is the inevitable future, whether in our lifetime or our kids, may as well embrace it.",4,would happily participate like inevitable future whether lifetime kid well embrace
 Your personal info and data is already readily available via pretty much every other thing in the world.,3,personal info data already readily available via pretty much thing world
"it means Google can fuck off, and I would cancel the project.",0,mean google can fuck off would cancel project
"Done the right way, Quayside represents many exciting possibilities",4,right way quayside represent many excite possibility
"Here is  exploring how Sidewalk says its plan for affordable housing relies on Waterfront Toronto's ""willingness"" to discount the price of the land involved in the project:",3,explore sidewalk say plan affordable housing relies waterfront toronto willingness discount price land involve project
"Toronto's Port Lands, our waterfront, is prime real estate & can be an opportunity for us to create low-carbon deeply affordable housing.",4,toronto port land waterfront prime real estate can opportunity create low_carbon deeply affordable housing
A corporate-designed mini-city is tearing down democracy in Canada.,1,corporate_designed mini_city tear down democracy canada
"The release of the MIDP for Quayside reveals a new strategy from Sidewalk: 1,524 pages! 1.3 BILLION dollars! 190 acres! 44,000 jobs! ",3,release midp quayside reveals new strategy sidewalk page billion dollar acre job
For economic outcomes of Sidewalk Toronto we need to talk about intellectual property,2,economic outcome sidewalk toronto need talk intellectual property
 Google sees understandably high public concern and fear about their mini surveillance state,0,google see understandably high public concern fear mini surveillance state
Google Demand 200 hectares and threaten to leave! Screw you. Gone.,0,google demand hectare threaten leave screw
Looking forward to a great dialogue on Quayside and how Toronto can be a global leader in this space.,3,look forward great dialogue quayside toronto can global leader space
 we can do it without Sidewalk. Blocksidewalk,1,can without sidewalk blocksidewalk
Google is one of the most dystopian and disingenuous urban-development partners imaginable.,0,google one most dystopian disingenuous urban_development partner imaginable
"Tax google for fuuuuuuu sake, it doesnt pay a damn penny on tens of billions it takes OUT OF CANADA, and now it wants control over big parts of cities, Nope. No way.  Google off.",0,tax google fuuuuuuu sake doesnt pay damn penny ten billion take out canada want control over big part city nope no_way google off
"From our collective perspective as leaders in the fields of urbanism, business, public policy, arts, education, social policy and enviro advocacy",2,collective perspective leader field urbanism business public policy art education social policy enviro advocacy
"we can each see aspects of [the ] project which represent huge opportunities for our communities, and for Toronto.",4,can see aspect project represent huge opportunity community toronto
#Quayside proposal the #MIDP is a playbook filled with innovative ideas to create better buildings - an invaluable resource for anyone working on sustainable real estate,4,proposal playbook fill with innovative idea create well building invaluable resource anyone work sustainable real estate
Buzz Off  Google.We Need YOU NOT,1,buzz off google need not
I used to think your Opinion was based in what is Best for Toronto...I don't think that anymore… It is the worst!,0,use think opinion base what best toronto not_think anymore bad
"Instead of telling folks what to think about @SidewalkToronto’s plan, 
 encourages Torontonians to engage & form their own perspectives. ",2,instead tell folk what think plan encourages torontonians engage form perspective
Let the public make up their mind about Sidewalk Toronto’s proposal,2,public make mind sidewalk toronto proposal
"1524 pages is not only a disability access issue, it is a way to make engagement inaccessible to majority of people. ?",1,page not_only disability access issue way make engagement inaccessible majority people
Canadians need to know who is going the data & IP and by how much. Where is the governance?,2,canadian need know who data much where governance
Why isn't this being addressed publicly  intellectual property concerns? ,1,why not_this address publicly intellectual property concern
"Oh fuck off, rich",0,fuck off rich
"BlockSidewalk and Toronto confront looming Google leverage over mobility, grid, communications, waste, real estate, data.",1,blocksidewalk toronto confront loom google leverage over mobility grid communication waste real estate data
letting trees decompose and release CO2,2,tree decompose release
"Mitch Stambler, Former Head of Planning at the #TTC shares his thoughts on #SidewalkTO's mobility plans",2,mitch stambler former head planning share thought mobility plan
"""Our “Toronto Tomorrow” proposal sets aside 40% of units as family sized, at two, three, or four bedrooms."" -",2,toronto tomorrow proposal set aside unit family size two three four bedroom
 @AnnieKoo  from @SidewalkLabs on how we propose expanding downtown living options for families.,2,propose expand downtown living option family
"Toronto has a guideline for family friendly units (including play space inside and storage for strollers, etc.). I hope they embrace those guides.",4,toronto guideline family friendly unit include play space inside storage stroller etc hope embrace guide
"Have you read through 
@SidewalkToronto's latest Master Innovation and Development Plan? No doubt, there's been a lot of buzz about the project but the effort put into gaining public input from citizens of #Toronto is impressive, along with this proposal.",4,read late master innovation development plan no_doubt lot buzz project effort put gain public input citizen impressive along with proposal
This week we're answering your questions on sustainable energy and transportation. ,2,week answer question sustainable energy transportation
"Hey Toronto, do we REALLY want this one? Answer, so far, is definitely NO",1,hey toronto really want one answer far definitely
"Disappointing that Quayside was #2'd Reminds me we should have a prioritization ladder for sale of government-owned land:
1a) Other levels of gov.1b) Community (land trust, co-ops, etc)2) Privatization..",0,disappoint quayside would reminds should prioritization ladder sale government_owned land level gov community land trust co_op etc privatization
Google has a trust problem in #TOPoli. ,1,google trust problem
How Google Threatens Your Children,0,google threatens child
Toronto and other cities around the world have a successful history of revitalizing urban areas with innovation districts. Read about five global examples that have informed our #SidewalkTO proposal,4,toronto city around world successful history revitalize urban area with innovation district read five global example inform proposal
Proud of the many people taking a stand on climate change today. This is at the core of our #SidewalkTO plan. We are proposing to design the largest climate positive district in North America. ,4,proud many people take stand climate change today core plan propose design large climate district north america
Will attract and retain tech talent,4,will attract retain tech talent
I am positive for three reasons: (1) Sidewalk Labs will help undergird a cluster of urban tech & urban innovation . enterprise that can vault Toronto to the front ranks of the budding field of urban innovation & urban tech (which is a huge new field of high-tech industry).,4,three reason sidewalk lab will help undergird cluster urban tech urban innovation enterprise can vault toronto front rank budding field urban innovation urban tech huge new field high_tech industry
"Toronto Life has just published a series of 18 essays on Sidewalk Toronto, including contributions from @biancawylie  and @shoshanazuboff",2,toronto life just publish series essay sidewalk toronto include contribution
"With audacity, Sidewalk claims the city as its laboratory and the lives of citizens as its free raw material for data creation, ownership, computation and monetization.""",1,with audacity sidewalk claim city laboratory life citizen free raw material data creation ownership computation monetization
"A lot of people have said this, but it needs to be said again: @bhaggart's liveblog (300 pgs!) review of the 1,500pg MIDP is a truly remarkable act of public service. ",3,lot people say need say again liveblog pgs review midp truly remarkable act public service
"While developing our #SidewalkTO proposal, we looked at how diversity, equity and inclusion come to life at the neighbourhood level. ",3,develop proposal look diversity equity inclusion come life neighbourhood level
"I want to determine the future of Toronto's waterfront as ""Frustrating abstract"" . We can still Block Sidewalk & start over with a more transparent public process. #TOpoli",1,want determine future toronto waterfront frustrate abstract can still block sidewalk start over with more transparent public process
Google trust issues (2019 sampler):Anti-trust law: Data protection law: Child Privacy law Infrastructure commitments:,1,google trust issue sampler anti_trust law data protection law child privacy law infrastructure commitment
"For its Quayside neighbourhood, Sidewalk Labs is redesigning everything from streets to bike lanes and sidewalks, public spaces and buildings - and universal design and accessibility have been at the core of the process from the outset",2,quayside neighbourhood sidewalk lab redesign street bike lane sidewalk public space building universal design accessibility core process outset
Google's smart-city plans 'tech for tech's sake',3,google smart_city plan notech tech sake
"Having looked through some of the smart-city plans, it does look very ambitious in scope. Even if the plans are ultimately scuttled, valuable lessons will have been learned. ",3,look smart_city plan look very ambitious scope even plan ultimately scuttle valuable lesson will learn
"Love this quote by Josh Sirefman, summarizing perfectly 
@SidewalkToronto
 challenges in Toronto. Being innovative is not an easy task.",3,love quote josh sirefman summarize perfectly challenge toronto innovative not_an easy task
#Toronto’s @biancawylie has learned how tech companies think & is using her insight to protest development of a “smart city” which may pose issues to democracy & privacy.,0,learn tech company think use insight protest development smart city pose issue democracy privacy
privatization plan is a wrongheaded idea: Canada is pushing its tech sector into a race to the bottom ,1,privatization plan wrongheaded idea canada push tech sector race bottom
"Torontonians invest so much energy in #bikelanes, #VisionZero, inclusive architecture, #TTC accessible",3,torontonians invest much energy inclusive architecture accessible
 talks about @SidewalkToronto at this year’s . Urban design and inclusive growth,3,talk year urban design inclusive growth
"The @SidewalkToronto plan for #Quayside is setting a precedent in its approach to mobility. The world is paying attention, and it should. #smartcities",2,plan set precedent approach mobility world pay attention should
BlockSidewalk’s War Against Google in Canada,0,blocksidewalk war against google canada
"Berlin threw out Google, New York said no to Amazon and it looks like Toronto is on its way to get rid of a really nasty Google project. ",0,berlin threw out google new york say no_to amazon look like toronto way get rid really nasty google project
The @SidewalkToronto plan is NOT an ambitious innovation project for Canada - the innovation assets (intellectual property & data) value is not going to be realized by Canadians. ,1,plan not_an ambitious innovation project canada innovation asset intellectual property data value not_go realize canadian
5 different experts Said that the intellectual property plan was entirely deficient ,1,different expert say intellectual property plan entirely deficient
"I want our politicians to start treating the future as a public right, not a private luxury. ",1,want politician start treat future public right not_a private luxury
let’s organize for the future we need.,3,organize future need
It is time to begin thinking about public ownership of major utilities.,2,time begin think public ownership major utility
Let’s also move to things such as pharmacare & a public controled Nationally Portable Health Record w/ Patient Access.,2,also move thing pharmacare public control nationally portable health record patient access
"100+ people and organizations have signed a letter, spearheaded by the Block Sidewalk campaign",1,people organization sign letter spearhead block sidewalk campaign
Breaking ... concerns over @WaterfrontTO ’s negotiations with @SidewalkToronto over public assets are shared by a broad cross section of Torontonians. ,1,break concern over negotiation with over public asset share broad cross section torontonians
100+ people and organizations asking for “full transparency” and fewer closed meetings between Sidewalk Labs and Waterfront Toronto,2,people organization ask full transparency few close meeting sidewalk lab waterfront toronto
"Tech that doesn’t work, that makes life harder. Tech that does work, but not in my interest, or yours... that... erodes/eliminates fundamental human rights. ",0,tech not_work make life harder tech work not_in interest erodes eliminates fundamental human right
